model,target,question_id,scope_id,kw_context,vl_propform,justify,k-shot,repeat_num,q_kw,q_vl,q_lf,expected,response
Qwen,Modificateur,13,1,0,1,1,10,5,vélo,en,Instr,Non,Non
Qwen,Modificateur,14,1,0,1,1,10,1,verre,bouteille,Mult,Non,Non
Qwen,Modificateur,14,1,0,1,1,10,2,verre,bouteille,Mult,Non,Non
Qwen,Modificateur,14,1,0,1,1,10,3,verre,bouteille,Mult,Non,Non
Qwen,Modificateur,14,1,0,1,1,10,4,verre,bouteille,Mult,Non,Non
Qwen,Modificateur,14,1,0,1,1,10,5,verre,bouteille,Mult,Non,Non
Qwen,Modificateur,15,1,0,1,1,10,1,beurre,noix,Sing,Non,Non
Qwen,Modificateur,15,1,0,1,1,10,2,beurre,noix,Sing,Non,Non
Qwen,Modificateur,15,1,0,1,1,10,3,beurre,noix,Sing,Non,Non
Qwen,Modificateur,15,1,0,1,1,10,4,beurre,noix,Sing,Non,Non
Qwen,Modificateur,15,1,0,1,1,10,5,beurre,noix,Sing,Non,Non
Qwen,Modificateur,16,1,0,1,1,10,1,avion,par,Instr,Non,Non
Qwen,Modificateur,16,1,0,1,1,10,2,avion,par,Instr,Non,Non
Qwen,Modificateur,16,1,0,1,1,10,3,avion,par,Instr,Non,Non
Qwen,Modificateur,16,1,0,1,1,10,4,avion,par,Instr,Non,Non
Qwen,Modificateur,16,1,0,1,1,10,5,avion,par,Instr,Non,Non
Qwen,Modificateur,17,1,0,1,1,10,1,antenne,responsable,Cap,Non,Non
Qwen,Modificateur,17,1,0,1,1,10,2,antenne,responsable,Cap,Non,Non
Qwen,Modificateur,17,1,0,1,1,10,3,antenne,responsable,Cap,Non,Non
Qwen,Modificateur,17,1,0,1,1,10,4,antenne,responsable,Cap,Non,Non
Qwen,Modificateur,17,1,0,1,1,10,5,antenne,responsable,Cap,Non,Non
Qwen,Modificateur,18,1,0,1,1,10,1,histoire,écouter,Real_3,Non,Non
Qwen,Modificateur,18,1,0,1,1,10,2,histoire,écouter,Real_3,Non,Non
Qwen,Modificateur,18,1,0,1,1,10,3,histoire,écouter,Real_3,Non,Non
Qwen,Modificateur,18,1,0,1,1,10,4,histoire,écouter,Real_3,Non,Non
Qwen,Modificateur,18,1,0,1,1,10,5,histoire,écouter,Real_3,Non,Non
Qwen,Modificateur,19,1,0,1,1,10,1,punaise de lit,écraser,LiquFunc_0,Non,Non
Qwen,Modificateur,19,1,0,1,1,10,2,punaise de lit,écraser,LiquFunc_0,Non,Non
Qwen,Modificateur,19,1,0,1,1,10,3,punaise de lit,écraser,LiquFunc_0,Non,Non
Qwen,Modificateur,19,1,0,1,1,10,4,punaise de lit,écraser,LiquFunc_0,Non,Non
Qwen,Modificateur,19,1,0,1,1,10,5,punaise de lit,écraser,LiquFunc_0,Non,Non
Qwen,Modificateur,20,1,0,1,1,10,1,pluie,goutte,Sing,Non,Non
Qwen,Modificateur,20,1,0,1,1,10,2,pluie,goutte,Sing,Non,Non
Qwen,Modificateur,20,1,0,1,1,10,3,pluie,goutte,Sing,Non,Non
Qwen,Modificateur,20,1,0,1,1,10,4,pluie,goutte,Sing,Non,Non
Qwen,Modificateur,20,1,0,1,1,10,5,pluie,goutte,Sing,Non,Non
Qwen,Modif_sens_vide,1,1,0,1,1,10,1,couleur,belles,Epit,Oui,Non
Qwen,Modif_sens_vide,1,1,0,1,1,10,2,couleur,belles,Epit,Oui,Non
Qwen,Modif_sens_vide,1,1,0,1,1,10,3,couleur,belles,Epit,Oui,Non
Qwen,Modif_sens_vide,1,1,0,1,1,10,4,couleur,belles,Epit,Oui,Non
Qwen,Modif_sens_vide,1,1,0,1,1,10,5,couleur,belles,Epit,Oui,Non
Qwen,Modif_sens_vide,2,1,0,1,1,10,1,liaison,intime,Redun,Oui,Non
Qwen,Modif_sens_vide,2,1,0,1,1,10,2,liaison,intime,Redun,Oui,Non
Qwen,Modif_sens_vide,2,1,0,1,1,10,3,liaison,intime,Redun,Oui,Non
Qwen,Modif_sens_vide,2,1,0,1,1,10,4,liaison,intime,Redun,Oui,Non
Qwen,Modif_sens_vide,2,1,0,1,1,10,5,liaison,intime,Redun,Oui,Non
Qwen,Modif_sens_vide,3,1,0,1,1,10,1,partenaire,sexuelle,Redun,Oui,Non
Qwen,Modif_sens_vide,3,1,0,1,1,10,2,partenaire,sexuelle,Redun,Oui,Non
Qwen,Modif_sens_vide,3,1,0,1,1,10,3,partenaire,sexuelle,Redun,Oui,Non
Qwen,Modif_sens_vide,3,1,0,1,1,10,4,partenaire,sexuelle,Redun,Oui,Non
Qwen,Modif_sens_vide,3,1,0,1,1,10,5,partenaire,sexuelle,Redun,Oui,Non
Qwen,Modif_sens_vide,4,1,0,1,1,10,1,réactivité,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,4,1,0,1,1,10,2,réactivité,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,4,1,0,1,1,10,3,réactivité,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,4,1,0,1,1,10,4,réactivité,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,4,1,0,1,1,10,5,réactivité,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,5,1,0,1,1,10,1,réactant,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,5,1,0,1,1,10,2,réactant,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,5,1,0,1,1,10,3,réactant,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,5,1,0,1,1,10,4,réactant,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,5,1,0,1,1,10,5,réactant,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,6,1,0,1,1,10,1,tempête,forte,Epit,Oui,Non
Qwen,Modif_sens_vide,6,1,0,1,1,10,2,tempête,forte,Epit,Oui,Non
Qwen,Modif_sens_vide,6,1,0,1,1,10,3,tempête,forte,Epit,Oui,Non
Qwen,Modif_sens_vide,6,1,0,1,1,10,4,tempête,forte,Epit,Oui,Non
Qwen,Modif_sens_vide,6,1,0,1,1,10,5,tempête,forte,Epit,Oui,Non
Qwen,Modif_sens_vide,7,1,0,1,1,10,1,désirer,physiquement,Redun,Oui,Non
Qwen,Modif_sens_vide,7,1,0,1,1,10,2,désirer,physiquement,Redun,Oui,Non
Qwen,Modif_sens_vide,7,1,0,1,1,10,3,désirer,physiquement,Redun,Oui,Non
Qwen,Modif_sens_vide,7,1,0,1,1,10,4,désirer,physiquement,Redun,Oui,Non
Qwen,Modif_sens_vide,7,1,0,1,1,10,5,désirer,physiquement,Redun,Oui,Non
Qwen,Modif_sens_vide,8,1,0,1,1,10,1,course,de chevaux,Redun,Oui,Non
Qwen,Modif_sens_vide,8,1,0,1,1,10,2,course,de chevaux,Redun,Oui,Non
Qwen,Modif_sens_vide,8,1,0,1,1,10,3,course,de chevaux,Redun,Oui,Non
Qwen,Modif_sens_vide,8,1,0,1,1,10,4,course,de chevaux,Redun,Oui,Non
Qwen,Modif_sens_vide,8,1,0,1,1,10,5,course,de chevaux,Redun,Oui,Non
Qwen,Modif_sens_vide,9,1,0,1,1,10,1,loin,dans le temps,Redun,Oui,Non
Qwen,Modif_sens_vide,9,1,0,1,1,10,2,loin,dans le temps,Redun,Oui,Non
Qwen,Modif_sens_vide,9,1,0,1,1,10,3,loin,dans le temps,Redun,Oui,Non
Qwen,Modif_sens_vide,9,1,0,1,1,10,4,loin,dans le temps,Redun,Oui,Non
Qwen,Modif_sens_vide,9,1,0,1,1,10,5,loin,dans le temps,Redun,Oui,Non
Qwen,Modif_sens_vide,10,1,0,1,1,10,1,couleur,bonnes,Epit,Oui,Non
Qwen,Modif_sens_vide,10,1,0,1,1,10,2,couleur,bonnes,Epit,Oui,Non
Qwen,Modif_sens_vide,10,1,0,1,1,10,3,couleur,bonnes,Epit,Oui,Non
Qwen,Modif_sens_vide,10,1,0,1,1,10,4,couleur,bonnes,Epit,Oui,Non
Qwen,Modif_sens_vide,10,1,0,1,1,10,5,couleur,bonnes,Epit,Oui,Non
Qwen,Modif_sens_vide,11,1,0,1,1,10,1,triste,comme une porte de prison,Magn,Non,Non
Qwen,Modif_sens_vide,11,1,0,1,1,10,2,triste,comme une porte de prison,Magn,Non,Non
Qwen,Modif_sens_vide,11,1,0,1,1,10,3,triste,comme une porte de prison,Magn,Non,Non
Qwen,Modif_sens_vide,11,1,0,1,1,10,4,triste,comme une porte de prison,Magn,Non,Non
Qwen,Modif_sens_vide,11,1,0,1,1,10,5,triste,comme une porte de prison,Magn,Non,Non
Qwen,Modif_sens_vide,12,1,0,1,1,10,1,bouffer,à satiété,Ver,Non,Non
Qwen,Modif_sens_vide,12,1,0,1,1,10,2,bouffer,à satiété,Ver,Non,Non
Qwen,Modif_sens_vide,12,1,0,1,1,10,3,bouffer,à satiété,Ver,Non,Non
Qwen,Modif_sens_vide,12,1,0,1,1,10,4,bouffer,à satiété,Ver,Non,Non
Qwen,Modif_sens_vide,12,1,0,1,1,10,5,bouffer,à satiété,Ver,Non,Non
Qwen,Modif_sens_vide,13,1,0,1,1,10,1,bonnet,gros,Magn_taille,Non,Non
Qwen,Modif_sens_vide,13,1,0,1,1,10,2,bonnet,gros,Magn_taille,Non,Non
Qwen,Modif_sens_vide,13,1,0,1,1,10,3,bonnet,gros,Magn_taille,Non,Non
Qwen,Modif_sens_vide,13,1,0,1,1,10,4,bonnet,gros,Magn_taille,Non,Non
Qwen,Modif_sens_vide,13,1,0,1,1,10,5,bonnet,gros,Magn_taille,Non,Non
Qwen,Modif_sens_vide,14,1,0,1,1,10,1,repas,substantiel,Ver,Non,Non
Qwen,Modif_sens_vide,14,1,0,1,1,10,2,repas,substantiel,Ver,Non,Non
Qwen,Modif_sens_vide,14,1,0,1,1,10,3,repas,substantiel,Ver,Non,Non
Qwen,Modif_sens_vide,14,1,0,1,1,10,4,repas,substantiel,Ver,Non,Non
Qwen,Modif_sens_vide,14,1,0,1,1,10,5,repas,substantiel,Ver,Non,Non
Qwen,Modif_sens_vide,15,1,0,1,1,10,1,lumineux,éclatant,Magn,Non,Non
Qwen,Modif_sens_vide,15,1,0,1,1,10,2,lumineux,éclatant,Magn,Non,Non
Qwen,Modif_sens_vide,15,1,0,1,1,10,3,lumineux,éclatant,Magn,Non,Non
Qwen,Modif_sens_vide,15,1,0,1,1,10,4,lumineux,éclatant,Magn,Non,Non
Qwen,Modif_sens_vide,15,1,0,1,1,10,5,lumineux,éclatant,Magn,Non,Non
Qwen,Modif_sens_vide,16,1,0,1,1,10,1,manger,déguster,Bon,Non,Non
Qwen,Modif_sens_vide,16,1,0,1,1,10,2,manger,déguster,Bon,Non,Non
Qwen,Modif_sens_vide,16,1,0,1,1,10,3,manger,déguster,Bon,Non,Non
Qwen,Modif_sens_vide,16,1,0,1,1,10,4,manger,déguster,Bon,Non,Non
Qwen,Modif_sens_vide,16,1,0,1,1,10,5,manger,déguster,Bon,Non,Non
Qwen,Modif_sens_vide,17,1,0,1,1,10,1,couleur,éclatante,Bon,Non,Non
Qwen,Modif_sens_vide,17,1,0,1,1,10,2,couleur,éclatante,Bon,Non,Non
Qwen,Modif_sens_vide,17,1,0,1,1,10,3,couleur,éclatante,Bon,Non,Non
Qwen,Modif_sens_vide,17,1,0,1,1,10,4,couleur,éclatante,Bon,Non,Non
Qwen,Modif_sens_vide,17,1,0,1,1,10,5,couleur,éclatante,Bon,Non,Non
Qwen,Modif_sens_vide,18,1,0,1,1,10,1,horreur,sainte,Magn,Non,Non
Qwen,Modif_sens_vide,18,1,0,1,1,10,2,horreur,sainte,Magn,Non,Non
Qwen,Modif_sens_vide,18,1,0,1,1,10,3,horreur,sainte,Magn,Non,Non
Qwen,Modif_sens_vide,18,1,0,1,1,10,4,horreur,sainte,Magn,Non,Non
Qwen,Modif_sens_vide,18,1,0,1,1,10,5,horreur,sainte,Magn,Non,Non
Qwen,Modif_sens_vide,19,1,0,1,1,10,1,vêtement,d’hiver,Magn_épaisseur,Non,Non
Qwen,Modif_sens_vide,19,1,0,1,1,10,2,vêtement,d’hiver,Magn_épaisseur,Non,Non
Qwen,Modif_sens_vide,19,1,0,1,1,10,3,vêtement,d’hiver,Magn_épaisseur,Non,Non
Qwen,Modif_sens_vide,19,1,0,1,1,10,4,vêtement,d’hiver,Magn_épaisseur,Non,Non
Qwen,Modif_sens_vide,19,1,0,1,1,10,5,vêtement,d’hiver,Magn_épaisseur,Non,Non
Qwen,Modif_sens_vide,20,1,0,1,1,10,1,analogie,intéressante,Ver,Non,Non
Qwen,Modif_sens_vide,20,1,0,1,1,10,2,analogie,intéressante,Ver,Non,Non
Qwen,Modif_sens_vide,20,1,0,1,1,10,3,analogie,intéressante,Ver,Non,Non
Qwen,Modif_sens_vide,20,1,0,1,1,10,4,analogie,intéressante,Ver,Non,Non
Qwen,Modif_sens_vide,20,1,0,1,1,10,5,analogie,intéressante,Ver,Non,Non
Qwen,Modif_sens_vide,21,2,0,1,1,10,1,couleur,belles,Epit,Oui,Non
Qwen,Modif_sens_vide,21,2,0,1,1,10,2,couleur,belles,Epit,Oui,Non
Qwen,Modif_sens_vide,21,2,0,1,1,10,3,couleur,belles,Epit,Oui,Non
Qwen,Modif_sens_vide,21,2,0,1,1,10,4,couleur,belles,Epit,Oui,Non
Qwen,Modif_sens_vide,21,2,0,1,1,10,5,couleur,belles,Epit,Oui,Non
Qwen,Modif_sens_vide,22,2,0,1,1,10,1,liaison,intime,Redun,Oui,Non
Qwen,Modif_sens_vide,22,2,0,1,1,10,2,liaison,intime,Redun,Oui,Non
Qwen,Modif_sens_vide,22,2,0,1,1,10,3,liaison,intime,Redun,Oui,Non
Qwen,Modif_sens_vide,22,2,0,1,1,10,4,liaison,intime,Redun,Oui,Non
Qwen,Modif_sens_vide,22,2,0,1,1,10,5,liaison,intime,Redun,Oui,Non
Qwen,Modif_sens_vide,23,2,0,1,1,10,1,partenaire,sexuelle,Redun,Oui,Oui
Qwen,Modif_sens_vide,23,2,0,1,1,10,2,partenaire,sexuelle,Redun,Oui,Oui
Qwen,Modif_sens_vide,23,2,0,1,1,10,3,partenaire,sexuelle,Redun,Oui,Oui
Qwen,Modif_sens_vide,23,2,0,1,1,10,4,partenaire,sexuelle,Redun,Oui,Oui
Qwen,Modif_sens_vide,23,2,0,1,1,10,5,partenaire,sexuelle,Redun,Oui,Oui
Qwen,Modif_sens_vide,24,2,0,1,1,10,1,réactivité,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,24,2,0,1,1,10,2,réactivité,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,24,2,0,1,1,10,3,réactivité,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,24,2,0,1,1,10,4,réactivité,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,24,2,0,1,1,10,5,réactivité,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,25,2,0,1,1,10,1,réactant,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,25,2,0,1,1,10,2,réactant,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,25,2,0,1,1,10,3,réactant,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,25,2,0,1,1,10,4,réactant,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,25,2,0,1,1,10,5,réactant,chimique,Redun,Oui,Non
Qwen,Modif_sens_vide,26,2,0,1,1,10,1,tempête,forte,Epit,Oui,Non
Qwen,Modif_sens_vide,26,2,0,1,1,10,2,tempête,forte,Epit,Oui,Non
Qwen,Modif_sens_vide,26,2,0,1,1,10,3,tempête,forte,Epit,Oui,Non
Qwen,Modif_sens_vide,26,2,0,1,1,10,4,tempête,forte,Epit,Oui,Non
Qwen,Modif_sens_vide,26,2,0,1,1,10,5,tempête,forte,Epit,Oui,Non
Qwen,Modif_sens_vide,27,2,0,1,1,10,1,désirer,physiquement,Redun,Oui,Non
Qwen,Modif_sens_vide,27,2,0,1,1,10,2,désirer,physiquement,Redun,Oui,Non
Qwen,Modif_sens_vide,27,2,0,1,1,10,3,désirer,physiquement,Redun,Oui,Non
Qwen,Modif_sens_vide,27,2,0,1,1,10,4,désirer,physiquement,Redun,Oui,Non
Qwen,Modif_sens_vide,27,2,0,1,1,10,5,désirer,physiquement,Redun,Oui,Non
Qwen,Modif_sens_vide,28,2,0,1,1,10,1,course,de chevaux,Redun,Oui,Non
Qwen,Modif_sens_vide,28,2,0,1,1,10,2,course,de chevaux,Redun,Oui,Non
Qwen,Modif_sens_vide,28,2,0,1,1,10,3,course,de chevaux,Redun,Oui,Non
Qwen,Modif_sens_vide,28,2,0,1,1,10,4,course,de chevaux,Redun,Oui,Non
Qwen,Modif_sens_vide,28,2,0,1,1,10,5,course,de chevaux,Redun,Oui,Non
Qwen,Modif_sens_vide,29,2,0,1,1,10,1,loin,dans le temps,Redun,Oui,Non
Qwen,Modif_sens_vide,29,2,0,1,1,10,2,loin,dans le temps,Redun,Oui,Non
Qwen,Modif_sens_vide,29,2,0,1,1,10,3,loin,dans le temps,Redun,Oui,Non
Qwen,Modif_sens_vide,29,2,0,1,1,10,4,loin,dans le temps,Redun,Oui,Non
Qwen,Modif_sens_vide,29,2,0,1,1,10,5,loin,dans le temps,Redun,Oui,Non
Qwen,Modif_sens_vide,30,2,0,1,1,10,1,couleur,bonnes,Epit,Oui,Non
Qwen,Modif_sens_vide,30,2,0,1,1,10,2,couleur,bonnes,Epit,Oui,Non
Qwen,Modif_sens_vide,30,2,0,1,1,10,3,couleur,bonnes,Epit,Oui,Non
Qwen,Modif_sens_vide,30,2,0,1,1,10,4,couleur,bonnes,Epit,Oui,Non
Qwen,Modif_sens_vide,30,2,0,1,1,10,5,couleur,bonnes,Epit,Oui,Non
Qwen,Modif_sens_vide,31,2,0,1,1,10,1,colère,rage,Magn,Non,Non
Qwen,Modif_sens_vide,31,2,0,1,1,10,2,colère,rage,Magn,Non,Non
Qwen,Modif_sens_vide,31,2,0,1,1,10,3,colère,rage,Magn,Non,Non
Qwen,Modif_sens_vide,31,2,0,1,1,10,4,colère,rage,Magn,Non,Non
Qwen,Modif_sens_vide,31,2,0,1,1,10,5,colère,rage,Magn,Non,Non
Qwen,Modif_sens_vide,32,2,0,1,1,10,1,glace,glaçon,Sing,Non,Non
Qwen,Modif_sens_vide,32,2,0,1,1,10,2,glace,glaçon,Sing,Non,Non
Qwen,Modif_sens_vide,32,2,0,1,1,10,3,glace,glaçon,Sing,Non,Non
Qwen,Modif_sens_vide,32,2,0,1,1,10,4,glace,glaçon,Sing,Non,Non
Qwen,Modif_sens_vide,32,2,0,1,1,10,5,glace,glaçon,Sing,Non,Non
Qwen,Modif_sens_vide,33,2,0,1,1,10,1,banc,dans,Loc_in,Non,Non
Qwen,Modif_sens_vide,33,2,0,1,1,10,2,banc,dans,Loc_in,Non,Non
Qwen,Modif_sens_vide,33,2,0,1,1,10,3,banc,dans,Loc_in,Non,Non
Qwen,Modif_sens_vide,33,2,0,1,1,10,4,banc,dans,Loc_in,Non,Non
Qwen,Modif_sens_vide,33,2,0,1,1,10,5,banc,dans,Loc_in,Non,Non
Qwen,Modif_sens_vide,34,2,0,1,1,10,1,abeille,colonie,Mult,Non,Non
Qwen,Modif_sens_vide,34,2,0,1,1,10,2,abeille,colonie,Mult,Non,Non
Qwen,Modif_sens_vide,34,2,0,1,1,10,3,abeille,colonie,Mult,Non,Non
Qwen,Modif_sens_vide,34,2,0,1,1,10,4,abeille,colonie,Mult,Non,Non
Qwen,Modif_sens_vide,34,2,0,1,1,10,5,abeille,colonie,Mult,Non,Non
Qwen,Modif_sens_vide,35,2,0,1,1,10,1,étonnement,ressentir,Oper_1,Non,Non
Qwen,Modif_sens_vide,35,2,0,1,1,10,2,étonnement,ressentir,Oper_1,Non,Non
Qwen,Modif_sens_vide,35,2,0,1,1,10,3,étonnement,ressentir,Oper_1,Non,Non
Qwen,Modif_sens_vide,35,2,0,1,1,10,4,étonnement,ressentir,Oper_1,Non,Non
Qwen,Modif_sens_vide,35,2,0,1,1,10,5,étonnement,ressentir,Oper_1,Non,Non
Qwen,Modif_sens_vide,36,2,0,1,1,10,1,poitrine,au creux,Loc_in,Non,Non
Qwen,Modif_sens_vide,36,2,0,1,1,10,2,poitrine,au creux,Loc_in,Non,Non
Qwen,Modif_sens_vide,36,2,0,1,1,10,3,poitrine,au creux,Loc_in,Non,Non
Qwen,Modif_sens_vide,36,2,0,1,1,10,4,poitrine,au creux,Loc_in,Non,Non
Qwen,Modif_sens_vide,36,2,0,1,1,10,5,poitrine,au creux,Loc_in,Non,Non
Qwen,Modif_sens_vide,37,2,0,1,1,10,1,antenne,directrice,Cap,Non,Non
Qwen,Modif_sens_vide,37,2,0,1,1,10,2,antenne,directrice,Cap,Non,Non
Qwen,Modif_sens_vide,37,2,0,1,1,10,3,antenne,directrice,Cap,Non,Non
Qwen,Modif_sens_vide,37,2,0,1,1,10,4,antenne,directrice,Cap,Non,Non
Qwen,Modif_sens_vide,37,2,0,1,1,10,5,antenne,directrice,Cap,Non,Non
Qwen,Modif_sens_vide,38,2,0,1,1,10,1,chaussette,jambières,Magn_longueur,Non,Non
Qwen,Modif_sens_vide,38,2,0,1,1,10,2,chaussette,jambières,Magn_longueur,Non,Non
Qwen,Modif_sens_vide,38,2,0,1,1,10,3,chaussette,jambières,Magn_longueur,Non,Non
Qwen,Modif_sens_vide,38,2,0,1,1,10,4,chaussette,jambières,Magn_longueur,Non,Non
Qwen,Modif_sens_vide,38,2,0,1,1,10,5,chaussette,jambières,Magn_longueur,Non,Non
Qwen,Modif_sens_vide,39,2,0,1,1,10,1,fenêtre,à travers,Instr,Non,Non
Qwen,Modif_sens_vide,39,2,0,1,1,10,2,fenêtre,à travers,Instr,Non,Non
Qwen,Modif_sens_vide,39,2,0,1,1,10,3,fenêtre,à travers,Instr,Non,Non
Qwen,Modif_sens_vide,39,2,0,1,1,10,4,fenêtre,à travers,Instr,Non,Non
Qwen,Modif_sens_vide,39,2,0,1,1,10,5,fenêtre,à travers,Instr,Non,Non
Qwen,Modif_sens_vide,40,2,0,1,1,10,1,manger,gober,Magn_vitesse,Non,Non
Qwen,Modif_sens_vide,40,2,0,1,1,10,2,manger,gober,Magn_vitesse,Non,Non
Qwen,Modif_sens_vide,40,2,0,1,1,10,3,manger,gober,Magn_vitesse,Non,Non
Qwen,Modif_sens_vide,40,2,0,1,1,10,4,manger,gober,Magn_vitesse,Non,Non
Qwen,Modif_sens_vide,40,2,0,1,1,10,5,manger,gober,Magn_vitesse,Non,Non
Qwen,Epit,1,1,0,1,1,10,1,pompe,à eau,Epit,Oui,Non
Qwen,Epit,1,1,0,1,1,10,2,pompe,à eau,Epit,Oui,Non
Qwen,Epit,1,1,0,1,1,10,3,pompe,à eau,Epit,Oui,Non
Qwen,Epit,1,1,0,1,1,10,4,pompe,à eau,Epit,Oui,Non
Qwen,Epit,1,1,0,1,1,10,5,pompe,à eau,Epit,Oui,Non
Qwen,Epit,2,1,0,1,1,10,1,grand-père,vieux,Epit,Oui,Non
Qwen,Epit,2,1,0,1,1,10,2,grand-père,vieux,Epit,Oui,Oui
Qwen,Epit,2,1,0,1,1,10,3,grand-père,vieux,Epit,Oui,Non
Qwen,Epit,2,1,0,1,1,10,4,grand-père,vieux,Epit,Oui,Non
Qwen,Epit,2,1,0,1,1,10,5,grand-père,vieux,Epit,Oui,Oui
Qwen,Epit,3,1,0,1,1,10,1,porc,sale,Epit,Oui,Non
Qwen,Epit,3,1,0,1,1,10,2,porc,sale,Epit,Oui,Non
Qwen,Epit,3,1,0,1,1,10,3,porc,sale,Epit,Oui,Non
Qwen,Epit,3,1,0,1,1,10,4,porc,sale,Epit,Oui,Non
Qwen,Epit,3,1,0,1,1,10,5,porc,sale,Epit,Oui,Non
Qwen,Epit,4,1,0,1,1,10,1,bouclier humain,véritable,Epit,Oui,Oui
Qwen,Epit,4,1,0,1,1,10,2,bouclier humain,véritable,Epit,Oui,Oui
Qwen,Epit,4,1,0,1,1,10,3,bouclier humain,véritable,Epit,Oui,Oui
Qwen,Epit,4,1,0,1,1,10,4,bouclier humain,véritable,Epit,Oui,Oui
Qwen,Epit,4,1,0,1,1,10,5,bouclier humain,véritable,Epit,Oui,Oui
Qwen,Epit,5,1,0,1,1,10,1,orage,gros,Epit,Oui,Non
Qwen,Epit,5,1,0,1,1,10,2,orage,gros,Epit,Oui,Non
Qwen,Epit,5,1,0,1,1,10,3,orage,gros,Epit,Oui,Non
Qwen,Epit,5,1,0,1,1,10,4,orage,gros,Epit,Oui,Non
Qwen,Epit,5,1,0,1,1,10,5,orage,gros,Epit,Oui,Non
Qwen,Epit,6,1,0,1,1,10,1,tempête,véritable,Epit,Oui,Non
Qwen,Epit,6,1,0,1,1,10,2,tempête,véritable,Epit,Oui,Non
Qwen,Epit,6,1,0,1,1,10,3,tempête,véritable,Epit,Oui,Non
Qwen,Epit,6,1,0,1,1,10,4,tempête,véritable,Epit,Oui,Non
Qwen,Epit,6,1,0,1,1,10,5,tempête,véritable,Epit,Oui,Non
Qwen,Epit,7,1,0,1,1,10,1,grand-mère,vieille,Epit,Oui,Non
Qwen,Epit,7,1,0,1,1,10,2,grand-mère,vieille,Epit,Oui,Non
Qwen,Epit,7,1,0,1,1,10,3,grand-mère,vieille,Epit,Oui,Non
Qwen,Epit,7,1,0,1,1,10,4,grand-mère,vieille,Epit,Oui,Non
Qwen,Epit,7,1,0,1,1,10,5,grand-mère,vieille,Epit,Oui,Non
Qwen,Epit,8,1,0,1,1,10,1,hold-up,véritable,Epit,Oui,Non
Qwen,Epit,8,1,0,1,1,10,2,hold-up,véritable,Epit,Oui,Non
Qwen,Epit,8,1,0,1,1,10,3,hold-up,véritable,Epit,Oui,Non
Qwen,Epit,8,1,0,1,1,10,4,hold-up,véritable,Epit,Oui,Non
Qwen,Epit,8,1,0,1,1,10,5,hold-up,véritable,Epit,Oui,Non
Qwen,Epit,9,1,0,1,1,10,1,nuage,petit,Epit,Oui,Non
Qwen,Epit,9,1,0,1,1,10,2,nuage,petit,Epit,Oui,Non
Qwen,Epit,9,1,0,1,1,10,3,nuage,petit,Epit,Oui,Non
Qwen,Epit,9,1,0,1,1,10,4,nuage,petit,Epit,Oui,Non
Qwen,Epit,9,1,0,1,1,10,5,nuage,petit,Epit,Oui,Non
Qwen,Epit,10,1,0,1,1,10,1,collabo,sale,Epit,Oui,Non
Qwen,Epit,10,1,0,1,1,10,2,collabo,sale,Epit,Oui,Non
Qwen,Epit,10,1,0,1,1,10,3,collabo,sale,Epit,Oui,Non
Qwen,Epit,10,1,0,1,1,10,4,collabo,sale,Epit,Oui,Non
Qwen,Epit,10,1,0,1,1,10,5,collabo,sale,Epit,Oui,Non
Qwen,Epit,11,1,0,1,1,10,1,fibre,alimentaire,Redun,Non,Non
Qwen,Epit,11,1,0,1,1,10,2,fibre,alimentaire,Redun,Non,Non
Qwen,Epit,11,1,0,1,1,10,3,fibre,alimentaire,Redun,Non,Non
Qwen,Epit,11,1,0,1,1,10,4,fibre,alimentaire,Redun,Non,Non
Qwen,Epit,11,1,0,1,1,10,5,fibre,alimentaire,Redun,Non,Non
Qwen,Epit,12,1,0,1,1,10,1,toilette,dernière,Redun,Non,Non
Qwen,Epit,12,1,0,1,1,10,2,toilette,dernière,Redun,Non,Non
Qwen,Epit,12,1,0,1,1,10,3,toilette,dernière,Redun,Non,Non
Qwen,Epit,12,1,0,1,1,10,4,toilette,dernière,Redun,Non,Non
Qwen,Epit,12,1,0,1,1,10,5,toilette,dernière,Redun,Non,Non
Qwen,Epit,13,1,0,1,1,10,1,vapeur,d’eau,Redun,Non,Non
Qwen,Epit,13,1,0,1,1,10,2,vapeur,d’eau,Redun,Non,Non
