model,target,question_id,scope_id,kw_context,vl_propform,justify,k-shot,repeat_num,q_kw,q_vl,q_lf,expected,response
meta-llama,Conv-ij*,57,3,0,1,1,10,3,après-demain,avant-hier,Contr,Non,Non
meta-llama,Conv-ij*,57,3,0,1,1,10,4,après-demain,avant-hier,Contr,Non,Non
meta-llama,Conv-ij*,57,3,0,1,1,10,5,après-demain,avant-hier,Contr,Non,Non
meta-llama,Conv-ij*,58,3,0,1,1,10,1,lupin,graine,Gener,Non,Non
meta-llama,Conv-ij*,58,3,0,1,1,10,2,lupin,graine,Gener,Non,Oui
meta-llama,Conv-ij*,58,3,0,1,1,10,3,lupin,graine,Gener,Non,Non
meta-llama,Conv-ij*,58,3,0,1,1,10,4,lupin,graine,Gener,Non,Oui
meta-llama,Conv-ij*,59,3,0,1,1,10,1,avec excès,sans excès,Contr,Non,Non
meta-llama,Conv-ij*,59,3,0,1,1,10,2,avec excès,sans excès,Contr,Non,Oui
meta-llama,Conv-ij*,59,3,0,1,1,10,3,avec excès,sans excès,Contr,Non,Oui
meta-llama,Conv-ij*,59,3,0,1,1,10,4,avec excès,sans excès,Contr,Non,Oui
meta-llama,Conv-ij*,60,3,0,1,1,10,1,galère,bateau,Gener,Non,Non
meta-llama,Conv-ij*,60,3,0,1,1,10,2,galère,bateau,Gener,Non,Oui
meta-llama,Conv-ij*,60,3,0,1,1,10,3,galère,bateau,Gener,Non,Oui
meta-llama,Conv-ij*,60,3,0,1,1,10,4,galère,bateau,Gener,Non,Oui
meta-llama,Dérivation_nominale,1,1,0,1,1,10,1,rire,rire,S_0,Oui,Non
meta-llama,Dérivation_nominale,1,1,0,1,1,10,2,rire,rire,S_0,Oui,Oui
meta-llama,Dérivation_nominale,1,1,0,1,1,10,3,rire,rire,S_0,Oui,Oui
meta-llama,Dérivation_nominale,1,1,0,1,1,10,4,rire,rire,S_0,Oui,Oui
meta-llama,Dérivation_nominale,2,1,0,1,1,10,1,nucléaire,noyau,S_0,Oui,Non
meta-llama,Dérivation_nominale,2,1,0,1,1,10,2,nucléaire,noyau,S_0,Oui,Oui
meta-llama,Dérivation_nominale,2,1,0,1,1,10,3,nucléaire,noyau,S_0,Oui,Non
meta-llama,Dérivation_nominale,2,1,0,1,1,10,4,nucléaire,noyau,S_0,Oui,Oui
meta-llama,Dérivation_nominale,3,1,0,1,1,10,1,ballet,ballet,S_1,Oui,Non
meta-llama,Dérivation_nominale,3,1,0,1,1,10,2,ballet,ballet,S_1,Oui,Oui
meta-llama,Dérivation_nominale,3,1,0,1,1,10,3,ballet,ballet,S_1,Oui,Oui
meta-llama,Dérivation_nominale,3,1,0,1,1,10,4,ballet,ballet,S_1,Oui,Oui
meta-llama,Dérivation_nominale,4,1,0,1,1,10,1,gingival,gencive,S_0,Oui,Non
meta-llama,Dérivation_nominale,4,1,0,1,1,10,3,gingival,gencive,S_0,Oui,Oui
meta-llama,Dérivation_nominale,4,1,0,1,1,10,4,gingival,gencive,S_0,Oui,Oui
meta-llama,Dérivation_nominale,5,1,0,1,1,10,1,plante,pied,S_1,Oui,Non
meta-llama,Dérivation_nominale,5,1,0,1,1,10,2,plante,pied,S_1,Oui,Oui
meta-llama,Dérivation_nominale,5,1,0,1,1,10,3,plante,pied,S_1,Oui,Non
meta-llama,Dérivation_nominale,5,1,0,1,1,10,4,plante,pied,S_1,Oui,Non
meta-llama,Dérivation_nominale,6,1,0,1,1,10,1,rockeur,rockeuse,S_0,Oui,Non
meta-llama,Dérivation_nominale,6,1,0,1,1,10,2,rockeur,rockeuse,S_0,Oui,Oui
meta-llama,Dérivation_nominale,6,1,0,1,1,10,3,rockeur,rockeuse,S_0,Oui,Non
meta-llama,Dérivation_nominale,6,1,0,1,1,10,4,rockeur,rockeuse,S_0,Oui,Oui
meta-llama,Dérivation_nominale,6,1,0,1,1,10,5,rockeur,rockeuse,S_0,Oui,Non
meta-llama,Dérivation_nominale,7,1,0,1,1,10,1,zébrer,zébrure,S_res,Oui,Non
meta-llama,Dérivation_nominale,7,1,0,1,1,10,3,zébrer,zébrure,S_res,Oui,Oui
meta-llama,Dérivation_nominale,7,1,0,1,1,10,4,zébrer,zébrure,S_res,Oui,Oui
meta-llama,Dérivation_nominale,8,1,0,1,1,10,1,frapper,frappe,S_0,Oui,Non
meta-llama,Dérivation_nominale,8,1,0,1,1,10,2,frapper,frappe,S_0,Oui,Oui
meta-llama,Dérivation_nominale,8,1,0,1,1,10,3,frapper,frappe,S_0,Oui,Oui
meta-llama,Dérivation_nominale,8,1,0,1,1,10,4,frapper,frappe,S_0,Oui,Oui
meta-llama,Dérivation_nominale,9,1,0,1,1,10,1,véhicule,chargement,S_2,Oui,Non
meta-llama,Dérivation_nominale,9,1,0,1,1,10,3,véhicule,chargement,S_2,Oui,Non
meta-llama,Dérivation_nominale,9,1,0,1,1,10,4,véhicule,chargement,S_2,Oui,Oui
meta-llama,Dérivation_nominale,10,1,0,1,1,10,1,peindre,peinture,S_0,Oui,Non
meta-llama,Dérivation_nominale,10,1,0,1,1,10,2,peindre,peinture,S_0,Oui,Oui
meta-llama,Dérivation_nominale,10,1,0,1,1,10,3,peindre,peinture,S_0,Oui,Oui
meta-llama,Dérivation_nominale,10,1,0,1,1,10,4,peindre,peinture,S_0,Oui,Oui
meta-llama,Dérivation_nominale,11,1,0,1,1,10,1,grâce,gracieusement,Adv_1,Non,Non
meta-llama,Dérivation_nominale,11,1,0,1,1,10,3,grâce,gracieusement,Adv_1,Non,Non
meta-llama,Dérivation_nominale,11,1,0,1,1,10,4,grâce,gracieusement,Adv_1,Non,Oui
meta-llama,Dérivation_nominale,12,1,0,1,1,10,1,mi,note,Gener,Non,Non
meta-llama,Dérivation_nominale,12,1,0,1,1,10,2,mi,note,Gener,Non,Oui
meta-llama,Dérivation_nominale,12,1,0,1,1,10,3,mi,note,Gener,Non,Non
meta-llama,Dérivation_nominale,12,1,0,1,1,10,4,mi,note,Gener,Non,Oui
meta-llama,Dérivation_nominale,13,1,0,1,1,10,1,orgueil,avec orgueil,Adv_1,Non,Non
meta-llama,Dérivation_nominale,13,1,0,1,1,10,2,orgueil,avec orgueil,Adv_1,Non,Oui
meta-llama,Dérivation_nominale,13,1,0,1,1,10,3,orgueil,avec orgueil,Adv_1,Non,Non
meta-llama,Dérivation_nominale,13,1,0,1,1,10,4,orgueil,avec orgueil,Adv_1,Non,Oui
meta-llama,Dérivation_nominale,14,1,0,1,1,10,3,situation,se situer,V_0,Non,Oui
meta-llama,Dérivation_nominale,14,1,0,1,1,10,4,situation,se situer,V_0,Non,Oui
meta-llama,Dérivation_nominale,15,1,0,1,1,10,1,inspiration,inspirer,V_0,Non,Non
meta-llama,Dérivation_nominale,15,1,0,1,1,10,2,inspiration,inspirer,V_0,Non,Oui
meta-llama,Dérivation_nominale,15,1,0,1,1,10,3,inspiration,inspirer,V_0,Non,Non
meta-llama,Dérivation_nominale,15,1,0,1,1,10,4,inspiration,inspirer,V_0,Non,Oui
meta-llama,Dérivation_nominale,16,1,0,1,1,10,1,famille,familialement,Adv_0,Non,Non
meta-llama,Dérivation_nominale,16,1,0,1,1,10,3,famille,familialement,Adv_0,Non,Non
meta-llama,Dérivation_nominale,16,1,0,1,1,10,4,famille,familialement,Adv_0,Non,Oui
meta-llama,Dérivation_nominale,17,1,0,1,1,10,1,corneille,oiseau,Gener,Non,Non
meta-llama,Dérivation_nominale,17,1,0,1,1,10,2,corneille,oiseau,Gener,Non,Oui
meta-llama,Dérivation_nominale,17,1,0,1,1,10,3,corneille,oiseau,Gener,Non,Non
meta-llama,Dérivation_nominale,17,1,0,1,1,10,4,corneille,oiseau,Gener,Non,Non
meta-llama,Dérivation_nominale,18,1,0,1,1,10,1,antérieur,postérieur,Conv_21,Non,Non
meta-llama,Dérivation_nominale,18,1,0,1,1,10,3,antérieur,postérieur,Conv_21,Non,Oui
meta-llama,Dérivation_nominale,18,1,0,1,1,10,4,antérieur,postérieur,Conv_21,Non,Oui
meta-llama,Dérivation_nominale,19,1,0,1,1,10,1,botter les fesses,se botter les fesses,Result_2,Non,Non
meta-llama,Dérivation_nominale,19,1,0,1,1,10,3,botter les fesses,se botter les fesses,Result_2,Non,Non
meta-llama,Dérivation_nominale,19,1,0,1,1,10,4,botter les fesses,se botter les fesses,Result_2,Non,Oui
meta-llama,Dérivation_nominale,20,1,0,1,1,10,1,intelligence,avec intelligence,Adv_1,Non,Non
meta-llama,Dérivation_nominale,20,1,0,1,1,10,2,intelligence,avec intelligence,Adv_1,Non,Non
meta-llama,Dérivation_nominale,20,1,0,1,1,10,3,intelligence,avec intelligence,Adv_1,Non,Non
meta-llama,Dérivation_nominale,20,1,0,1,1,10,4,intelligence,avec intelligence,Adv_1,Non,Non
meta-llama,S0,1,1,0,1,1,10,1,callipyge,callipyge,S_0,Oui,Non
meta-llama,S0,1,1,0,1,1,10,3,callipyge,callipyge,S_0,Oui,Oui
meta-llama,S0,1,1,0,1,1,10,4,callipyge,callipyge,S_0,Oui,Oui
meta-llama,S0,2,1,0,1,1,10,1,musical,musique,S_0,Oui,Non
meta-llama,S0,2,1,0,1,1,10,2,musical,musique,S_0,Oui,Oui
meta-llama,S0,2,1,0,1,1,10,3,musical,musique,S_0,Oui,Oui
meta-llama,S0,2,1,0,1,1,10,4,musical,musique,S_0,Oui,Oui
meta-llama,S0,3,1,0,1,1,10,1,saint,saint,S_0,Oui,Non
meta-llama,S0,3,1,0,1,1,10,2,saint,saint,S_0,Oui,Oui
meta-llama,S0,3,1,0,1,1,10,3,saint,saint,S_0,Oui,Oui
meta-llama,S0,3,1,0,1,1,10,4,saint,saint,S_0,Oui,Oui
meta-llama,S0,4,1,0,1,1,10,1,écouter,écoute,S_0,Oui,Non
meta-llama,S0,4,1,0,1,1,10,2,écouter,écoute,S_0,Oui,Oui
meta-llama,S0,4,1,0,1,1,10,3,écouter,écoute,S_0,Oui,Oui
meta-llama,S0,4,1,0,1,1,10,4,écouter,écoute,S_0,Oui,Oui
meta-llama,S0,5,1,0,1,1,10,1,noir,noir,S_0,Oui,Non
meta-llama,S0,5,1,0,1,1,10,3,noir,noir,S_0,Oui,Non
meta-llama,S0,5,1,0,1,1,10,4,noir,noir,S_0,Oui,Oui
meta-llama,S0,6,1,0,1,1,10,1,torrentiel,torrent,S_0,Oui,Non
meta-llama,S0,6,1,0,1,1,10,3,torrentiel,torrent,S_0,Oui,Non
meta-llama,S0,6,1,0,1,1,10,4,torrentiel,torrent,S_0,Oui,Oui
meta-llama,S0,7,1,0,1,1,10,1,s’effondrer,effondrement,S_0,Oui,Non
meta-llama,S0,7,1,0,1,1,10,3,s’effondrer,effondrement,S_0,Oui,Oui
meta-llama,S0,7,1,0,1,1,10,4,s’effondrer,effondrement,S_0,Oui,Oui
meta-llama,S0,8,1,0,1,1,10,1,canadien,Canada,S_0,Oui,Non
meta-llama,S0,8,1,0,1,1,10,2,canadien,Canada,S_0,Oui,Oui
meta-llama,S0,8,1,0,1,1,10,3,canadien,Canada,S_0,Oui,Oui
meta-llama,S0,8,1,0,1,1,10,4,canadien,Canada,S_0,Oui,Oui
meta-llama,S0,9,1,0,1,1,10,1,lyonnais,Lyon,S_0,Oui,Non
meta-llama,S0,9,1,0,1,1,10,3,lyonnais,Lyon,S_0,Oui,Non
meta-llama,S0,9,1,0,1,1,10,4,lyonnais,Lyon,S_0,Oui,Oui
meta-llama,S0,10,1,0,1,1,10,1,hésiter,hésitation,S_0,Oui,Non
meta-llama,S0,10,1,0,1,1,10,3,hésiter,hésitation,S_0,Oui,Oui
meta-llama,S0,10,1,0,1,1,10,4,hésiter,hésitation,S_0,Oui,Oui
meta-llama,S0,11,1,0,1,1,10,1,coton,cotonnier,S_loc,Non,Non
meta-llama,S0,11,1,0,1,1,10,2,coton,cotonnier,S_loc,Non,Oui
meta-llama,S0,11,1,0,1,1,10,3,coton,cotonnier,S_loc,Non,Non
meta-llama,S0,11,1,0,1,1,10,4,coton,cotonnier,S_loc,Non,Oui
meta-llama,S0,12,1,0,1,1,10,1,débit,rivière,S_1,Non,Non
meta-llama,S0,12,1,0,1,1,10,3,débit,rivière,S_1,Non,Non
meta-llama,S0,12,1,0,1,1,10,4,débit,rivière,S_1,Non,Non
meta-llama,S0,13,1,0,1,1,10,1,aimer,amoureuse,S_1,Non,Non
meta-llama,S0,13,1,0,1,1,10,3,aimer,amoureuse,S_1,Non,Non
meta-llama,S0,13,1,0,1,1,10,4,aimer,amoureuse,S_1,Non,Oui
meta-llama,S0,14,1,0,1,1,10,1,sentir,nez,S_instr,Non,Non
meta-llama,S0,14,1,0,1,1,10,3,sentir,nez,S_instr,Non,Non
meta-llama,S0,14,1,0,1,1,10,4,sentir,nez,S_instr,Non,Oui
meta-llama,S0,15,1,0,1,1,10,1,mécanicienne,outil,S_instr,Non,Non
meta-llama,S0,15,1,0,1,1,10,3,mécanicienne,outil,S_instr,Non,Non
meta-llama,S0,15,1,0,1,1,10,4,mécanicienne,outil,S_instr,Non,Non
meta-llama,S0,16,1,0,1,1,10,1,prêcher,sermon,S_instr,Non,Non
meta-llama,S0,16,1,0,1,1,10,2,prêcher,sermon,S_instr,Non,Oui
meta-llama,S0,16,1,0,1,1,10,3,prêcher,sermon,S_instr,Non,Non
meta-llama,S0,16,1,0,1,1,10,4,prêcher,sermon,S_instr,Non,Oui
meta-llama,S0,17,1,0,1,1,10,1,louer,locataire,S_3,Non,Non
meta-llama,S0,17,1,0,1,1,10,2,louer,locataire,S_3,Non,Oui
meta-llama,S0,17,1,0,1,1,10,3,louer,locataire,S_3,Non,Non
meta-llama,S0,17,1,0,1,1,10,4,louer,locataire,S_3,Non,Oui
meta-llama,S0,18,1,0,1,1,10,1,ramer,rame,S_instr,Non,Non
meta-llama,S0,18,1,0,1,1,10,3,ramer,rame,S_instr,Non,Non
meta-llama,S0,18,1,0,1,1,10,4,ramer,rame,S_instr,Non,Oui
meta-llama,S0,19,1,0,1,1,10,1,vitrine,vitrine,S_loc,Non,Non
meta-llama,S0,19,1,0,1,1,10,3,vitrine,vitrine,S_loc,Non,Non
meta-llama,S0,19,1,0,1,1,10,4,vitrine,vitrine,S_loc,Non,Non
meta-llama,S0,20,1,0,1,1,10,1,voyager,autocar,S_instr,Non,Non
meta-llama,S0,20,1,0,1,1,10,2,voyager,autocar,S_instr,Non,Oui
meta-llama,S0,20,1,0,1,1,10,3,voyager,autocar,S_instr,Non,Non
meta-llama,S0,20,1,0,1,1,10,4,voyager,autocar,S_instr,Non,Oui
meta-llama,S0,21,2,0,1,1,10,1,callipyge,callipyge,S_0,Oui,Non
meta-llama,S0,21,2,0,1,1,10,2,callipyge,callipyge,S_0,Oui,Oui
meta-llama,S0,21,2,0,1,1,10,3,callipyge,callipyge,S_0,Oui,Non
meta-llama,S0,21,2,0,1,1,10,4,callipyge,callipyge,S_0,Oui,Oui
meta-llama,S0,22,2,0,1,1,10,1,musical,musique,S_0,Oui,Non
meta-llama,S0,22,2,0,1,1,10,2,musical,musique,S_0,Oui,Oui
meta-llama,S0,22,2,0,1,1,10,3,musical,musique,S_0,Oui,Non
meta-llama,S0,22,2,0,1,1,10,4,musical,musique,S_0,Oui,Oui
meta-llama,S0,23,2,0,1,1,10,1,saint,saint,S_0,Oui,Non
meta-llama,S0,23,2,0,1,1,10,3,saint,saint,S_0,Oui,Oui
meta-llama,S0,23,2,0,1,1,10,4,saint,saint,S_0,Oui,Oui
meta-llama,S0,24,2,0,1,1,10,1,écouter,écoute,S_0,Oui,Non
meta-llama,S0,24,2,0,1,1,10,2,écouter,écoute,S_0,Oui,Oui
meta-llama,S0,24,2,0,1,1,10,3,écouter,écoute,S_0,Oui,Oui
meta-llama,S0,24,2,0,1,1,10,4,écouter,écoute,S_0,Oui,Oui
meta-llama,S0,25,2,0,1,1,10,1,noir,noir,S_0,Oui,Non
meta-llama,S0,25,2,0,1,1,10,2,noir,noir,S_0,Oui,Oui
meta-llama,S0,25,2,0,1,1,10,3,noir,noir,S_0,Oui,Oui
meta-llama,S0,25,2,0,1,1,10,4,noir,noir,S_0,Oui,Oui
meta-llama,S0,26,2,0,1,1,10,1,torrentiel,torrent,S_0,Oui,Non
meta-llama,S0,26,2,0,1,1,10,2,torrentiel,torrent,S_0,Oui,Oui
meta-llama,S0,26,2,0,1,1,10,3,torrentiel,torrent,S_0,Oui,Oui
meta-llama,S0,26,2,0,1,1,10,4,torrentiel,torrent,S_0,Oui,Oui
meta-llama,S0,27,2,0,1,1,10,1,s’effondrer,effondrement,S_0,Oui,Non
meta-llama,S0,27,2,0,1,1,10,3,s’effondrer,effondrement,S_0,Oui,Non
meta-llama,S0,27,2,0,1,1,10,4,s’effondrer,effondrement,S_0,Oui,Oui
meta-llama,S0,28,2,0,1,1,10,1,canadien,Canada,S_0,Oui,Non
meta-llama,S0,28,2,0,1,1,10,3,canadien,Canada,S_0,Oui,Oui
meta-llama,S0,28,2,0,1,1,10,4,canadien,Canada,S_0,Oui,Oui
meta-llama,S0,29,2,0,1,1,10,1,lyonnais,Lyon,S_0,Oui,Non
meta-llama,S0,29,2,0,1,1,10,2,lyonnais,Lyon,S_0,Oui,Oui
meta-llama,S0,29,2,0,1,1,10,3,lyonnais,Lyon,S_0,Oui,Non
meta-llama,S0,29,2,0,1,1,10,4,lyonnais,Lyon,S_0,Oui,Oui
meta-llama,S0,30,2,0,1,1,10,1,hésiter,hésitation,S_0,Oui,Oui
meta-llama,S0,30,2,0,1,1,10,2,hésiter,hésitation,S_0,Oui,Oui
meta-llama,S0,30,2,0,1,1,10,3,hésiter,hésitation,S_0,Oui,Oui
meta-llama,S0,30,2,0,1,1,10,4,hésiter,hésitation,S_0,Oui,Oui
meta-llama,S0,31,2,0,1,1,10,1,habileté,avec habileté,Adv_1,Non,Non
meta-llama,S0,31,2,0,1,1,10,2,habileté,avec habileté,Adv_1,Non,Oui
meta-llama,S0,31,2,0,1,1,10,3,habileté,avec habileté,Adv_1,Non,Non
meta-llama,S0,31,2,0,1,1,10,4,habileté,avec habileté,Adv_1,Non,Oui
meta-llama,S0,32,2,0,1,1,10,1,visite,visiter,V_0,Non,Non
meta-llama,S0,32,2,0,1,1,10,3,visite,visiter,V_0,Non,Non
meta-llama,S0,32,2,0,1,1,10,4,visite,visiter,V_0,Non,Oui
meta-llama,S0,33,2,0,1,1,10,1,testament,bénéficiaire,S_2,Non,Non
meta-llama,S0,33,2,0,1,1,10,3,testament,bénéficiaire,S_2,Non,Non
meta-llama,S0,33,2,0,1,1,10,4,testament,bénéficiaire,S_2,Non,Oui
meta-llama,S0,34,2,0,1,1,10,1,bienheureuse,bienheureux,A_1,Non,Non
meta-llama,S0,34,2,0,1,1,10,2,bienheureuse,bienheureux,A_1,Non,Oui
meta-llama,S0,34,2,0,1,1,10,3,bienheureuse,bienheureux,A_1,Non,Non
meta-llama,S0,34,2,0,1,1,10,4,bienheureuse,bienheureux,A_1,Non,Oui
meta-llama,S0,35,2,0,1,1,10,1,hypermarché,clientèle,S_3,Non,Non
meta-llama,S0,35,2,0,1,1,10,3,hypermarché,clientèle,S_3,Non,Non
meta-llama,S0,35,2,0,1,1,10,4,hypermarché,clientèle,S_3,Non,Oui
meta-llama,S0,36,2,0,1,1,10,1,tardif,tard,Adv_1,Non,Non
meta-llama,S0,36,2,0,1,1,10,3,tardif,tard,Adv_1,Non,Oui
meta-llama,S0,36,2,0,1,1,10,4,tardif,tard,Adv_1,Non,Oui
meta-llama,S0,37,2,0,1,1,10,1,se coucher,couchant,A_1,Non,Non
meta-llama,S0,37,2,0,1,1,10,2,se coucher,couchant,A_1,Non,Oui
meta-llama,S0,37,2,0,1,1,10,3,se coucher,couchant,A_1,Non,Oui
meta-llama,S0,37,2,0,1,1,10,4,se coucher,couchant,A_1,Non,Oui
meta-llama,S0,38,2,0,1,1,10,1,bénin,malin,Anti,Non,Non
meta-llama,S0,38,2,0,1,1,10,3,bénin,malin,Anti,Non,Non
meta-llama,S0,38,2,0,1,1,10,4,bénin,malin,Anti,Non,Oui
meta-llama,S0,39,2,0,1,1,10,1,tige,schmer,Syn,Non,Non
meta-llama,S0,39,2,0,1,1,10,2,tige,schmer,Syn,Non,Oui
meta-llama,S0,39,2,0,1,1,10,3,tige,schmer,Syn,Non,Non
meta-llama,S0,39,2,0,1,1,10,4,tige,schmer,Syn,Non,Non
meta-llama,S0,40,2,0,1,1,10,1,terre,terrestre,A_0,Non,Non
meta-llama,S0,40,2,0,1,1,10,3,terre,terrestre,A_0,Non,Oui
meta-llama,S0,40,2,0,1,1,10,4,terre,terrestre,A_0,Non,Oui
meta-llama,N_dériv_ajout_de_sens,1,1,0,1,1,10,1,collège,collégienne,S_3,Oui,Non
meta-llama,N_dériv_ajout_de_sens,1,1,0,1,1,10,2,collège,collégienne,S_3,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,1,1,0,1,1,10,3,collège,collégienne,S_3,Oui,Non
meta-llama,N_dériv_ajout_de_sens,1,1,0,1,1,10,4,collège,collégienne,S_3,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,2,1,0,1,1,10,1,ping-pong,ping-pong,S_instr,Oui,Non
meta-llama,N_dériv_ajout_de_sens,2,1,0,1,1,10,3,ping-pong,ping-pong,S_instr,Oui,Non
meta-llama,N_dériv_ajout_de_sens,2,1,0,1,1,10,4,ping-pong,ping-pong,S_instr,Oui,Non
meta-llama,N_dériv_ajout_de_sens,3,1,0,1,1,10,1,concevoir,conceptrice,S_1,Oui,Non
meta-llama,N_dériv_ajout_de_sens,3,1,0,1,1,10,2,concevoir,conceptrice,S_1,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,3,1,0,1,1,10,3,concevoir,conceptrice,S_1,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,3,1,0,1,1,10,4,concevoir,conceptrice,S_1,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,4,1,0,1,1,10,1,cadavre,cercueil,S_loc,Oui,Non
meta-llama,N_dériv_ajout_de_sens,4,1,0,1,1,10,3,cadavre,cercueil,S_loc,Oui,Non
meta-llama,N_dériv_ajout_de_sens,4,1,0,1,1,10,4,cadavre,cercueil,S_loc,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,5,1,0,1,1,10,1,remuscler,muscle,S_2,Oui,Non
meta-llama,N_dériv_ajout_de_sens,5,1,0,1,1,10,2,remuscler,muscle,S_2,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,5,1,0,1,1,10,3,remuscler,muscle,S_2,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,5,1,0,1,1,10,4,remuscler,muscle,S_2,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,6,1,0,1,1,10,1,corbeau,nid,S_loc,Oui,Non
meta-llama,N_dériv_ajout_de_sens,6,1,0,1,1,10,2,corbeau,nid,S_loc,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,6,1,0,1,1,10,3,corbeau,nid,S_loc,Oui,Non
meta-llama,N_dériv_ajout_de_sens,6,1,0,1,1,10,4,corbeau,nid,S_loc,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,7,1,0,1,1,10,1,amateur,amatrice,S_1,Oui,Non
meta-llama,N_dériv_ajout_de_sens,7,1,0,1,1,10,2,amateur,amatrice,S_1,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,7,1,0,1,1,10,3,amateur,amatrice,S_1,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,7,1,0,1,1,10,4,amateur,amatrice,S_1,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,7,1,0,1,1,10,5,amateur,amatrice,S_1,Oui,Non
meta-llama,N_dériv_ajout_de_sens,8,1,0,1,1,10,1,malade,maladie,S_2,Oui,Non
meta-llama,N_dériv_ajout_de_sens,8,1,0,1,1,10,3,malade,maladie,S_2,Oui,Non
meta-llama,N_dériv_ajout_de_sens,8,1,0,1,1,10,4,malade,maladie,S_2,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,9,1,0,1,1,10,1,combat,sport de combat,S_3,Oui,Non
meta-llama,N_dériv_ajout_de_sens,9,1,0,1,1,10,2,combat,sport de combat,S_3,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,9,1,0,1,1,10,3,combat,sport de combat,S_3,Oui,Non
meta-llama,N_dériv_ajout_de_sens,9,1,0,1,1,10,4,combat,sport de combat,S_3,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,10,1,0,1,1,10,1,déprimer,déprime,S_res,Oui,Non
meta-llama,N_dériv_ajout_de_sens,10,1,0,1,1,10,2,déprimer,déprime,S_res,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,10,1,0,1,1,10,3,déprimer,déprime,S_res,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,10,1,0,1,1,10,4,déprimer,déprime,S_res,Oui,Oui
meta-llama,N_dériv_ajout_de_sens,11,1,0,1,1,10,1,immobiliser,immobilisation,S_0,Non,Non
meta-llama,N_dériv_ajout_de_sens,11,1,0,1,1,10,2,immobiliser,immobilisation,S_0,Non,Oui
meta-llama,N_dériv_ajout_de_sens,11,1,0,1,1,10,3,immobiliser,immobilisation,S_0,Non,Non
meta-llama,N_dériv_ajout_de_sens,11,1,0,1,1,10,4,immobiliser,immobilisation,S_0,Non,Oui
meta-llama,N_dériv_ajout_de_sens,12,1,0,1,1,10,1,innocemment,innocence,S_0,Non,Non
meta-llama,N_dériv_ajout_de_sens,12,1,0,1,1,10,3,innocemment,innocence,S_0,Non,Non
meta-llama,N_dériv_ajout_de_sens,12,1,0,1,1,10,4,innocemment,innocence,S_0,Non,Oui
meta-llama,N_dériv_ajout_de_sens,13,1,0,1,1,10,1,scolaire,école,S_0,Non,Non
meta-llama,N_dériv_ajout_de_sens,13,1,0,1,1,10,3,scolaire,école,S_0,Non,Non
meta-llama,N_dériv_ajout_de_sens,13,1,0,1,1,10,4,scolaire,école,S_0,Non,Oui
meta-llama,N_dériv_ajout_de_sens,14,1,0,1,1,10,1,huppé,huppe,S_0,Non,Non
meta-llama,N_dériv_ajout_de_sens,14,1,0,1,1,10,2,huppé,huppe,S_0,Non,Oui
meta-llama,N_dériv_ajout_de_sens,14,1,0,1,1,10,3,huppé,huppe,S_0,Non,Oui
meta-llama,N_dériv_ajout_de_sens,14,1,0,1,1,10,4,huppé,huppe,S_0,Non,Oui
meta-llama,N_dériv_ajout_de_sens,15,1,0,1,1,10,1,hollandais,Hollande,S_0,Non,Non
meta-llama,N_dériv_ajout_de_sens,15,1,0,1,1,10,3,hollandais,Hollande,S_0,Non,Oui
meta-llama,N_dériv_ajout_de_sens,15,1,0,1,1,10,4,hollandais,Hollande,S_0,Non,Oui
meta-llama,N_dériv_ajout_de_sens,16,1,0,1,1,10,1,restructurer,restructuration,S_0,Non,Non
meta-llama,N_dériv_ajout_de_sens,16,1,0,1,1,10,2,restructurer,restructuration,S_0,Non,Oui
meta-llama,N_dériv_ajout_de_sens,16,1,0,1,1,10,3,restructurer,restructuration,S_0,Non,Oui
meta-llama,N_dériv_ajout_de_sens,16,1,0,1,1,10,4,restructurer,restructuration,S_0,Non,Oui
meta-llama,N_dériv_ajout_de_sens,17,1,0,1,1,10,1,s’évanouir,évanouissement,S_0,Non,Non
meta-llama,N_dériv_ajout_de_sens,17,1,0,1,1,10,2,s’évanouir,évanouissement,S_0,Non,Oui
meta-llama,N_dériv_ajout_de_sens,17,1,0,1,1,10,3,s’évanouir,évanouissement,S_0,Non,Non
meta-llama,N_dériv_ajout_de_sens,17,1,0,1,1,10,4,s’évanouir,évanouissement,S_0,Non,Oui
meta-llama,N_dériv_ajout_de_sens,18,1,0,1,1,10,1,clair,clair,S_0,Non,Non
meta-llama,N_dériv_ajout_de_sens,18,1,0,1,1,10,2,clair,clair,S_0,Non,Oui
